"title","rating","reviewCount","href","phoneNumber"
"Off-Site Services - Full-Stack Web Development WordPress, Drupal, JavaScript Experts","0","0","https://www.google.com/maps/place/Off-Site+Services+-+Full-Stack+Web+Development+WordPress,+Drupal,+JavaScript+Experts/data=!4m7!3m6!1s0x89c2599afd2eeb0b:0x7801565fed69edcb!8m2!3d40.7351106!4d-73.9882053!16s%2Fg%2F1th0z8b1!19sChIJC-su_ZpZwokRy-1p7V9WAXg?authuser=0&hl=bn&rclk=1",""
"ThinKASA - Website Designers & Developers New York","0","0","https://www.google.com/maps/place/ThinKASA+-+Website+Designers+%26+Developers+New+York/data=!4m7!3m6!1s0x89e311853aeadcc5:0x5571aeeea3d02229!8m2!3d40.7459698!4d-73.9869095!16s%2Fg%2F11fm3lfd1g!19sChIJxdzqOoUR44kRKSLQo-6ucVU?authuser=0&hl=bn&rclk=1",""
"WEB DESIGNER","0","0","https://www.google.com/maps/place/WEB+DESIGNER/data=!4m7!3m6!1s0x89c259ae2c5912bf:0x7af7c4d571b2b5d4!8m2!3d40.749454!4d-73.994266!16s%2Fg%2F11b6b9byjq!19sChIJvxJZLK5ZwokR1LWycdXE93o?authuser=0&hl=bn&rclk=1",""
"Beluga Labs","0","0","https://www.google.com/maps/place/Beluga+Labs/data=!4m7!3m6!1s0x89c259a615595747:0xb7843fc3cb8413f2!8m2!3d40.7446338!4d-73.9877303!16s%2Fg%2F1hc2djl13!19sChIJR1dZFaZZwokR8hOEy8M_hLc?authuser=0&hl=bn&rclk=1",""
"Easy4Host","0","0","https://www.google.com/maps/place/Easy4Host/data=!4m7!3m6!1s0x89c259a189d93c29:0x62962ed7f2821e74!8m2!3d40.7376938!4d-73.9886794!16s%2Fg%2F1v83208g!19sChIJKTzZiaFZwokRdB6C8tculmI?authuser=0&hl=bn&rclk=1",""
"The New York Website Designer","0","0","https://www.google.com/maps/place/The+New+York+Website+Designer/data=!4m7!3m6!1s0x89c259be7edd0fbd:0x8933f16a4b4b7e1b!8m2!3d40.7401563!4d-74.0007892!16s%2Fg%2F1tlbkh82!19sChIJvQ_dfr5ZwokRG35LS2rxM4k?authuser=0&hl=bn&rclk=1",""
"Big Drop Inc - Web Design Company","0","0","https://www.google.com/maps/place/Big+Drop+Inc+-+Web+Design+Company/data=!4m7!3m6!1s0x89c25a1160c1bd89:0x3e8730637ff1e8a8!8m2!3d40.7128279!4d-73.9910738!16s%2Fg%2F1ptzc_g5s!19sChIJib3BYBFawokRqOjxf2Mwhz4?authuser=0&hl=bn&rclk=1",""
